yang	- 35,955,302-
anis	- 15,722-
ganjar	- 15,625-
kobar	- 15,479-
rai	- 15,298-
keramat	- 15,012-
mandala	- 14,922-
titi	- 14,435-
kulon	- 14,395-
jero	- 14,312-
bitung	- 14,221-
kur	- 14,099-
das	- 13,906-
ketapang	- 13,767-
putu	- 13,730-
malaka	- 13,559-
hang	- 13,517-
wisnu	- 13,395-
ketut	- 13,365-
tirta	- 13,348-
kusuma	- 13,163-
yasin	- 13,097-
ancol	- 12,957-
poso	- 12,953-
ratna	- 12,938-
gor	- 12,795-
bowo	- 12,760-
din	- 12,615-
rim	- 12,575-
widya	- 12,535-
menteng	- 12,367-
dak	- 12,007-
maulana	- 11,986-
lukas	- 11,881-
mat	- 11,849-
pandan	- 11,834-
kendal	- 11,812-
rani	- 11,791-
tasawuf	- 11,674-
morfologi	- 11,660-
karim	- 11,522-
jumhur	- 11,511-
mahmud	- 11,461-
dede	- 11,318-
solok	- 11,266-
tuk	- 11,178-
tapai	- 11,030-
sekar	- 11,028-
leo	- 10,950-
petra	- 10,853-
sabang	- 10,844-
sugeng	- 10,815-
gam	- 10,632-
sampang	- 10,591-
bontang	- 10,583-
mubarak	- 10,525-
aris	- 10,513-
fuad	- 10,183-
po	- 10,019-
bone	- 9,773-
mestika	- 9,689-
anang	- 9,668-
sorong	- 9,657-
persada	- 9,623-
kemang	- 9,549-
kri	- 9,544-
rabb	- 9,480-
wan	- 9,467-
sani	- 9,442-
palangka	- 9,388-
sutan	- 9,322-
rembang	- 9,289-
siak	- 9,252-
serdang	- 9,207-
gaga	- 9,158-
rahayu	- 9,158-
sei	- 9,088-
rini	- 9,083-
nash	- 8,951-
rasyid	- 8,943-
kartika	- 8,878-
teuku	- 8,798-
tangsel	- 8,629-
agam	- 8,509-
landak	- 8,505-
wang	- 8,497-
kate	- 8,494-
rangga	- 8,491-
arjuna	- 8,356-
jaka	- 8,218-
muri	- 8,214-
doni	- 8,188-
nazar	- 8,128-
manhaj	- 7,860-
nia	- 7,737-
cempaka	- 7,710-
didi	- 7,659-
nova	- 7,574-
huda	- 7,517-
ci	- 7,479-
lawang	- 7,445-
koto	- 7,404-
vaskular	- 7,388-
porong	- 7,372-
senapati	- 7,355-
rawi	- 7,288-
abidin	- 7,137-
candra	- 7,031-
maman	- 6,917-
tebet	- 6,909-
pangestu	- 6,815-
ito	- 6,785-
lin	- 6,682-
urip	- 6,665-
ina	- 6,605-
manik	- 6,585-
giri	- 6,557-
belawan	- 6,525-
pal	- 6,520-
liturgi	- 6,516-
hanafi	- 6,494-
bahana	- 6,486-
andalas	- 6,211-
maung	- 6,203-
nike	- 6,188-
kamil	- 6,137-
hart	- 6,136-
eyang	- 6,134-
kirana	- 6,116-
bugis	- 6,097-
jamal	- 6,079-
jalil	- 6,067-
angga	- 6,026-
semanggi	- 5,947-
anom	- 5,878-
fatah	- 5,870-
wei	- 5,849-
nanang	- 5,833-
kanjeng	- 5,815-
kep	- 5,746-
sumba	- 5,669-
ekaristi	- 5,648-
yos	- 5,569-
gani	- 5,552-
mushaf	- 5,492-
rob	- 5,419-
batara	- 5,347-
biota	- 5,328-
ujang	5312
mahram	5302
kalbu	5297
kacer	5288
tam	5282
cepu	5281
patih	5281
sabah	5281
propolis	5280
kadir	5241
tatang	5200
jalak	5177
gi	5169
ibra	5165
cawang	5164
siro	5120
sawang; sawangan	5119
totok	5081
lis	5061
bun	5050
plato	5037
bad	5010
eco	4971
usada	4971
nifas	4955
pasteur	4952
ampat	4944
ardi	4941
aan	4938
kroto	4924
alif	4911
andika	4909
ajun	4905
mukti	4888
syuro	4869
age	4847
atma	4799
syafii	4794
jamil	4770
tengku	4763
raka	4746
hana	4736
spin	4671
bonjol	4643
ampel	4592
shubuh	4567
mukhlis	4518
demang	4509
mengkudu	4460
kosa	4457
darwis	4379
bahar	4333
ami	4325
psikomotor	4319
meranti	4317
tika	4316
bari	4308
zoom	4305
sewu	4285
emir	4274
gili	4265
pedagogi	4254
galuh	4213
folat	4208
waskita	4202
latif	4197
yasmin	4194
ode	4157
dar	4152
bahri	4132
puspa	4106
wati	4102
sina	4095
endah	4076
lil	4064
komang	4049
isra	4043
muno	4036
tebas	4034
gebang	4000
jabir	3968
kedung	3966
tebo	3953
angke	3947
peni	3919
bengkayang	3893
koja	3889
gain	3882
ter	3878
degan	3858
pane	3791
turi	3784
hedonisme	3776
pinggan	3752
wide	3714
soe	3699
permana	3688
kris	3680
raung	3657
burhan	3636
alit	3631
seno	3623
hanif	3585
rian	3540
iker	3534
span	3529
saum	3524
pari	3520
luk	3512
pia	3512
wanda	3459
cecep	3453
kawi	3430
makruh	3413
setup	3412
daeng	3392
strip	3379
sugar	3376
putut	3375
istiqlal	3356
sepang	3325
datu	3317
mangkok	3311
taun	3303
rano	3287
asetat	3286
nasyid	3273
dae	3266
pentagon	3261
jabung	3239
tersier	3188
semantik	3156
paser	3151
ucok	3127
beo	3121
ning	3102
lenteng	3095
lau	3091
bejo	3078
kun	3033
pasi	3026
barus	3001
mamat	2992
neta	2987
ain	2980
indri	2980
celoteh	2974
kalimah	2971
folikel	2906
dahlia	2904
riri	2902
karimah	2893
tahir	2890
nutfah	2882
cantrik	2816
pasung	2737
guci	2724
uber	2708
beni	2682
mabrur	2671
son	2644
babad	2639
bae	2624
bagas	2612
mandar	2608
samir	2579
mad	2560
maksum	2553
gempita	2538
brata	2534
pur	2534
perkutut	2533
tapin	2530
lidi	2526
sal	2491
jabal	2476
uma	2469
linggih	2447
fadil	2446
ulin	2444
lanang	2414
tawaf	2379
arta	2366
alinea	2364
leukosit	2363
pijit	2358
arun	2340
manyar	2326
modulasi	2321
lala	2305
batar	2295
sabilillah	2291
porak-poranda	2281
babar	2273
bai	2261
tasik	2259
ruwat	2248
imamat	2231
klorida	2206
mindo	2204
zenit	2192
sae	2140
gintung	2125
tutut	2112
angpau	2108
betung	2093
kebiri	2084
kenanga	2080
nisbah	2075
diakon	2034
kana	2029
blitz	2025
babe	2017
dongak	2017
ludruk	2004
mala	1992
patriark	1977
tausiah	1947
opak	1938
ru	1936
entrenador	1927
tekat	1924
boko	1888
katulampa	1878
hun	1860
varises	1833
has	1823
wilis	1807
silogisme	1798
ngerol	1777
rami	1757
basal	1747
busan	1744
rise	1710
matur	1706
raditya	1702
wasilah	1701
jabang	1673
sahaya	1673
adiguna	1671
sumirat	1662
gangsa	1652
mustahak	1650
kam	1645
leksikon	1644
suit	1644
abas	1638
imamah	1634
saif	1619
kasa	1607
pintal	1602
bakaran	1581
lino	1563
mintak	1524
himne	1520
dal	1514
marhaen	1512
purina	1502
patek	1494
taklid	1492
gelinjang	1486
goni	1479
solven	1474
albumin	1472
adenium	1468
sekaa	1465
antoni	1455
mulsa	1455
boraks	1454
intensi	1454
animisme	1450
muzdalifah	1440
syawalan	1412
osilasi	1401
nian	1394
disentri	1380
dulur	1368
virgo	1361
almasih	1359
cekok	1355
bum	1344
bada	1329
peking	1313
anamnesis	1311
insaf	1304
kavaleri	1304
teng	1301
krista	1298
nematoda	1295
anasir	1290
jaipong	1274
mate	1274
reguk	1270
lunglai	1255
toro	1245
negasi	1233
bungkil	1232
mukalaf	1230
atman	1228
amina	1223
halimun	1222
ayatullah	1218
profilaksis	1205
replik	1205
cekak	1204
lek	1199
mullah	1198
kongenital	1194
marin	1190
kato	1185
rijal	1181
kakawin	1179
anjang	1169
dengus	1168
jinayah	1168
udar	1147
gemercik	1140
pulsar	1126
skip	1121
pompong	1118
amber	1113
hipotalamus	1110
sangkakala	1109
meridian	1106
soma	1105
nestapa	1102
tut	1096
koptik	1086
larik	1086
topikal	1084
pedet	1082
diktat	1079
duafa	1079
maruah	1077
penisilin	1076
ketilang	1075
majas	1073
nonok	1072
bopong	1066
poko	1066
perca	1059
bumil	1054
karamah	1054
ejan; kejan	1051
kation	1047
abang; abangan	1045
angkara	1045
kundang	1045
sapiens	1039
pedati	1033
cucuk	1032
mahbub	1032
pelir	1032
gladiator	1031
bombastis	1028
carang	1027
okupasi	1027
balian	1015
bidak	1015
syak	1009
berunai	1006
mitosis	1002
jampi	998
kinantan	990
sendawa	990
labur	987
dekaden	985
kesian	984
pod	982
tindik	981
lentik	979
unek-unek	978
biduan	977
sulang	976
tohok	976
kerubut	974
bonafide	971
puter	963
gurit	958
tarah	952
pondoh	949
lung	946
pujuk	944
pretensi	942
giras	939
jintan	925
sil	923
artesis	922
tos	919
niskala	917
nasofaring	911
reyot	911
kui	910
fardu	909
habitus	909
modulus	906
bam	903
riung	903
cili	901
asidosis	900
aksis	895
manggut	892
debarkasi	887
primi	881
gul	878
raras	876
tawasul	872
fiksasi	867
lawa	867
azimat	862
talar	860
ambing	847
konjugasi	847
jagabaya	846
cungkil	838
gundik	829
aster	817
oksalat	817
dol	814
catok	812
detonasi	805
difraksi	805
monomer	805
pacul	804
katapel	801
sundal	799
cokok	789
maksim	789
babu	788
mandir	787
sunatullah	778
bulang	773
belanga	769
uri	769
kucir	766
kura	766
semper	758
pinak	747
ares	746
senyawa	743
meri	739
taklif	737
grafit	732
novena	729
ikterus	726
bordil	722
gum	722
daleman	721
opsir	719
bati	712
malakama	712
mujair	709
cemeti	708
istihsan	703
amit	695
lahad	694
transponder	694
ayan	691
asfiksia	689
bekisar	689
semang	689
tau-tau	686
tela	686
dilusi	677
bebe	674
jap	674
oncom	670
serge	665
cit	660
aseton	657
pulen	655
advertensi	651
tutu	649
idem	647
urak	647
kasuari	646
mualim	644
desing	643
enigma	641
pontang-panting	633
kabir	630
trengginas	629
pion	626
pongah	624
sawang	623
picis	622
kesumat	619
lendut	617
prajuru	617
semampai	615
tentakel	610
telang	608
munasabah	603
sangaji	600
laung	599
kondangan	596
talasemia	594
deposisi	590
mikrometer	590
gincu	587
selibat	587
mandibula	579
sekring	573
gunjing	572
tempoh	572
hematokrit	564
ventral	561
suh	555
aktuator	553
berangan	541
gedek	537
kadmium	537
kasatmata	528
tenung	525
trenyuh	524
rubiah	522
kelayan	519
lembayung	517
cangkring	516
spartan	516
parafin	510
bera	508
lema	507
gana-gini	505
hidrosefalus	505
nasal	502
kelibat	501
tempeleng	497
gamit	495
kane	493
relai	492
ringin	491
rungut	489
striptis	488
jarimah	487
preskripsi	484
selusup	483
maskawin	481
singlet	473
kerapan	467
fraksionasi	465
akau	460
sindur	459
papirus	458
curie	451
loki	451
kasut	449
biri-biri	447
omnibus	446
arit	444
cate	444
falsafi	444
lanting	441
palka	435
geretak	434
intersepsi	432
dil	428
paradiso	427
ceking	420
kesemek	418
mesa	418
kolateral	414
ninabobo	412
balam	411
kredensial	408
munggah	406
kerlap	402
sirkumsisi	402
babatan; babat	401
tengaran	401
bulai	400
platonik	399
klepto	395
deklamasi	388
madat	386
iftitah	385
cuit	382
capit	378
mana; manalagi	376
garbarata	375
dum	374
tum	373
prem	372
taksa	372
gah	371
seti	371
turan	371
lintir	368
lembam	367
asak	365
omnivor	365
histerektomi	364
eksisi	362
loba	359
gocek	357
bauk	354
kamariah	353
simba	352
belasah	344
jagawana	343
ali	338
comal	338
orbita	337
suburban	336
leksem	334
ruyak	334
giral	332
sinapsis	328
gandar	327
alkimia	326
titit	325
apikal	318
pons	318
anjan	315
nelangsa	313
sorok	313
singset	311
ponggok	307
sarin	307
emu	305
taiko	300
sikatan	299
rupa; bumi	297
decit	296
lecek	296
brok	295
perbawa	294
tagan	293
ampela	292
buluk	292
gajih	291
karu	289
saput	288
prostesis	284
masala	281
buntel	275
marbut	275
tempoyak	275
pike	274
jumpalit	272
pungguk	270
geret	268
sapar	268
sloki	268
manikam	267
pulan	267
klepon	262
bandu	261
awai	260
kolibri	260
langkap	259
haribaan	258
seher	257
asil	256
cergas	255
gom	255
paco	253
jingkat	251
patil	251
tuktuk	251
alterasi	249
kortison	248
serok	243
jangkat	241
salvo	239
haiku	238
papiloma	238
habibullah	237
anjali	235
dominus	230
gail	229
cenayang	228
taku	228
hoho	227
legionella	227
orak	227
gemintang	225
jambat	223
apatit	217
bariton	213
ringkik	211
biku	209
geblek	205
cantel	204
simpai	204
basofil	202
surai	202
taktil	202
kuinon	201
krustasea	198
klorokuin	196
stoker	192
chauvinisme	191
diang	189
pelawa	186
kamerad	184
digitalis	181
koda	180
organofosfat	179
bedahulu	177
organdi	177
orak-arik	175
ekspektoran	173
genjang	173
liliput	173
altair	171
kuotasi	171
bekakak	168
halter	166
muncak	166
butana	162
prion	161
pacal	160
parokial	160
prokreasi	160
engklek	159
haring	157
mace	157
tauliah	156
tetelan	156
bantut	155
petrografi	155
bebarongan	150
ponten	149
pasirah	148
idep	145
jujitsu	142
embik	140
pedaringan	140
jambar	138
meja; hijau	137
dominion	136
kelah	136
permanganat	136
gelita	135
daku	134
klandestin	134
pecicilan	134
yod	133
pasim	132
tonggos	132
homonim	130
monometilhidrazina	127
kacapiring	125
rama-rama	122
kolum	121
punggah	121
tapak; tilas	121
kake	119
kerancang	119
tebah	113
kasam	111
oftalmologi	111
splenomegali	111
forman	108
hup	108
moron	108
emtricitabine	107
kacuk	107
bromelin	105
metris	103
kanabis	100
mandu	100
lencang	99
insulinde	98
lawa; pelawa	97
kretekan	96
gastroesofagus	95
gibah	94
desikator	93
bendu	92
konservatorium	92
ludo	92
infinit	89
vaskulitis	89
ilai	88
selerak	88
dawat	85
gawang; gawangan	85
blak	84
kili	83
jagang	78
kesumba	78
astigmatis	77
genitif	76
mamut	76
perada	76
plumbum	76
mentawa	73
sanawiah	72
cawangan	71
retinal	71
referat	69
bahara	67
baha'i	66
moles	66
konveks	65
ramus	65
lipolisis	62
belantik	61
buruj	61
passiflora	61
orok-orok	59
grandiflora	58
pesta; pora	57
iling	56
paramecium	56
takarir	54
padak	52
xenofobia	52
douche	50
khali	50
megalodon	50
cekot	49
ammu	48
histeroskopi	47
sirkam	47
geletuk	46
setik	46
bumbun	44
boreal	42
rokade	42
homofon	38
longgok	38
bijan	37
dominggo	37
streng	37
pachyrhinosaurus	35
jaram	34
pasifikasi	34
welkom	34
rabung	31
tembilang	30
dewanagari	28
